CSHT_QNM_00028,Trạm Chiên Đàn,"Bưu cục Chiên Đàn, thôn Đàn Hạ, xã Tam Đàn, huyện Phú Ninh",1,108.456250,15.594380,
CSHT_QNM_00029,Trạm Quế Hiệp,"BDVHX Quế Hiệp, xã Quế Hiệp, huyện Quế Sơn, tỉnh Quảng Nam",8,108.238330,15.719430,
CSHT_QNM_00030,Trạm Lý Thường Kiệt,206 Trần Quý Cáp TP Tam Kỳ,1,108.466230,15.571660,
CSHT_QNM_00031,Trạm Trường Xuân,"Bưu điện Trường Xuân, Ngã 3 Trường Xuân, Tp. Tam Kỳ",1,108.484530,15.549600,
CSHT_QNM_00032,Trạm An Hà (Đồi QRT),"Đài PTTH Quảng Nam, Tp. Tam Kỳ, Quảng Nam",1,108.478380,15.591070,
CSHT_QNM_00033,Trạm Thôn 7 Tam Ngọc,"Thôn 7, Xã Tam Ngọc, TX Tam Kỳ",1,108.480100,15.533110,
CSHT_QNM_00034,Trạm Tân Phú (Thôn 4 Tam Phú),"Thôn Tam Phú,phường Tân Phú, TP Tam Kỳ",1,108.532480,15.572700,
CSHT_QNM_00035,Trạm Bãi Tắm Tam Thanh,"Khu vực thành phố Tam Kỳ, tỉnh Quảng Nam",1,108.553110,15.584080,
CSHT_QNM_00036,Trạm A Tiêng,"Thôn A Dốc, Xã A Tiêng, huyện Tây Giang, tỉnh Quảng Nam",11,107.519370,15.914990,
CSHT_QNM_00037,Trạm Xã Lăng,"Thôn Nal, xã Xã Lăng, huyện Tây Giang, tỉnh Quảng Nam",11,107.475010,15.854530,
CSHT_QNM_00038,Trạm ĐCTD Sông Bung 2,"KV-Dap Chinh Thủy Điện Sông Bung, Thôn Prum B, xã Zuôi, Huyện Nam Giang",11,107.403340,15.714870,
CSHT_QNM_00039,Trạm Sông Bung,"Thôn Vinh, xã TaBing, huyện Nam Giang, Quảng Nam",11,107.644550,15.673880,
CSHT_QNM_00040,Trạm Đắc Ốc,"Cửa khẩu Đắc Ốc, xã La Ê, huyện Nam Giang, tỉnh  Quảng Nam",11,107.376010,15.541680,
CSHT_QNM_00041,Trạm BTS A Zích,"Xã A Zut, Huyện Tây Giang, tỉnh Quảng Nam",11,107.536340,15.931130,
CSHT_QNM_00042,Trạm TĐ A Vương 2 (Xã Ôi),"Thôn xã Ơi 2, xã A Vương, Huyện Tây Giang, Quảng Nam",11,107.601250,15.941890,
CSHT_QNM_00043,Trạm A Sờ,"Thôn A Sờ, xã Mà Cooih, huyện Đông Giang",11,107.695230,15.835090,
CSHT_QNM_00044,Trạm Thăng Bình,"Đài viễn thông Thăng Bình, Tổ  3, Khu Phố 2, Thị trấn Hà Lam, Huyện Thăng Bình",6,108.359430,15.742550,
CSHT_QNM_00045,Trạm Kế Xuyên,"Thôn 4, Xã Bình Trung, Huyện Thăng Bình, Quảng Nam",6,108.406430,15.677520,
CSHT_QNM_00046,Trạm Bình Phục,"Tổ 3, thôn Tất Viên, xã Bình Phục, huyện Thăng Bình, tỉnh Quảng Nam",6,108.380490,15.739330,
CSHT_QNM_00047,Trạm Bình Quý,"Xã Bình Quý, Huyện Thăng Bình, tỉnh Quảng Nam",6,108.341090,15.711370,
CSHT_QNM_00048,Trạm Quán Gò,"Bưu cục Quán Gò, Thôn An Thành 1, Xã Bình An, Huyện Thăng Bình",6,108.431800,15.636440,
CSHT_QNM_00049,Trạm Bình Tú,"Xã Bình Tú, Huyện Thăng Bình, tỉnh Quảng Nam",6,108.392850,15.706540,
CSHT_QNM_00050,Trạm Bình Giang,"Thôn 2 xã Bình Giang, huyện Thăng Bình, tỉnh Quảng Nam",6,108.348160,15.802540,
CSHT_QNM_00051,Trạm Tam An 2 (Thôn Hòa Bình),"Thôn Hòa Bình, xã Tam Thái, huyện Phú Ninh",1,108.436390,15.556860,
CSHT_QNM_00052,Trạm Thôn 8 Tam lộc,"Thôn 6, xã Tam Lộc, huyện Phú Ninh, tỉnh Quảng Nam",1,108.362080,15.589800,
CSHT_QNM_00053,Trạm Tam Lộc,"Bưu điện văn hóa xã Tam Lộc, thôn 2, xã Tam Lộc, huyện Phú Ninh",1,108.367270,15.564450,
CSHT_QNM_00054,Trạm Tam Vinh (Phú ninh),"Đài viễn thông Phú Ninh, thôn 6, xã Tam Vinh, 
huyện Phú Ninh, tỉnh Quảng Nam",1,108.414720,15.551740,
CSHT_QNM_00055,Trạm Tam Thành,"Thôn Khánh Lộc, xã Tam Thành, huyện Phú Ninh, tỉnh Quảng Nam",1,108.412440,15.615880,
CSHT_QNM_00056,Trạm BĐVHX Tam An,"Bưu điện văn hóa xã Tam An, thôn An Mỹ 2, xã Tam An, huyện Phú Ninh",1,108.426510,15.593950,
CSHT_QNM_00057,Trạm Hồ Phú Ninh,"Thôn Tam Thái, xã Tam Đại, huyện Phú Ninh, tỉnh Quảng Nam",1,108.460380,15.508630,
CSHT_QNM_00058,Trạm Bình Dương,"BĐVHX Bình Dương, Thôn 2, Xã Bình Dương, Huyện Thăng Bình",6,108.380710,15.803850,
CSHT_QNM_00059,Trạm Bình Chánh,"Tổ 1 thôn Ngũ xã, xã Bình Chánh huyện Thăng Bình",6,108.352780,15.661140,
CSHT_QNM_00060,Trạm Bình Nam 2,"Thôn Thái Đông, xã Bình Nam, huyện Thăng Bình, Quảng Nam",6,108.460780,15.645140,
CSHT_QNM_00061,Trạm Tam Thạnh,"Thôn 2, xã Tam Thạnh, huyện Núi Thành",2,108.528860,15.436170,
CSHT_QNM_00062,Trạm Phước Thành 2,"Thôn 1,Xã Phước Thành,Huyện Phước Sơn,QNM",9,107.886070,15.271730,
CSHT_QNM_00063,Trạm Phước Sơn,"Đài Viễn thông Phước Sơn, Khối 4, Thị trấn Khâm Đức, Huyện Phước Sơn",9,107.793350,15.444830,
CSHT_QNM_00064,Trạm Phước Thành,"Xã Phước Thành, huyện Phước Sơn, Quảng Nam",9,107.891170,15.285900,
CSHT_QNM_00065,Trạm Phước Công,"Xã Phước Công, Huyện Phước Sơn.",9,107.825450,15.331820,
CSHT_QNM_00066,Trạm Khu TDC DakMi,Khu taí định cư Dak-Mi,9,107.921390,15.456160,
CSHT_QNM_00067,Trạm La Du 2,"Thôn La Đu,Xã Phước Xuân, Huyện Phước Sơn, Quảng Nam",9,107.817540,15.525380,
CSHT_QNM_00068,Trạm Phước Mỹ,"BĐVHX Phước Mỹ, Xã Phước Mỹ, Huyện Phước Sơn",9,107.755680,15.365270,
CSHT_QNM_00069,Trạm Kiểm Lâm_Phước Hiệp,"Xã Phước Hiệp, huyện Phước Sơn, Quảng Nam",9,107.986670,15.499240,
CSHT_QNM_00070,Trạm Nam Giang,"Viễn thông Nam Giang,Thôn Thành Mỹ 2, Thị trấn Thạnh Mỹ, Huyện Nam Giang",11,107.836320,15.748860,
CSHT_QNM_00071,Trạm Pà Dấu 1,"Thôn Pà Dấu 1, TT Thạnh Mỹ, huyện Nam Giang",11,107.756730,15.784060,
CSHT_QNM_00072,Trạm Pà Lừa,"Thôn Pà Lừa, xã TaBing, huyện Nam Giang, Quảng Nam",11,107.656940,15.668630,
CSHT_QNM_00073,Trạm Bến Giằng,"Bưu điện Bến Giằng, thôn Bến Giằng, thị trấn Cà Dy, huyện Nam Giang",11,107.768940,15.692340,
CSHT_QNM_00074,Trạm Đồi Mỹ Hiệp,"Trạm viba Đồi Mỹ Hiệp, thôn Hoa, thị trấn Thạnh Mỹ, Huyện Nam Giang",11,107.842880,15.766940,
CSHT_QNM_00075,Trạm Làng Rô,"Thôn Rô, xã Làng Rô, huyện Nam Giang",11,107.833720,15.634730,
CSHT_QNM_00076,Trạm Phước Năng,"Xã Phước Năng, huyện Phước Sơn, tỉnh Quảng Nam",9,107.761070,15.399950,
CSHT_QNM_00077,Trạm Phước Chánh,"Xã Phước Chánh, Phước Sơn, Quảng Nam",9,107.818050,15.366750,
CSHT_QNM_00078,Trạm DakMi 4,"KV xã Phước Hiệp, Huyện Phước Sơn, tỉnh Quảng Nam",9,107.903530,15.441020,
CSHT_QNM_00079,Trạm Quế bình,"Thôn 2, Xã Quế Bình, Huyện Hiệp Đức, tỉnh Quảng Nam",9,108.092710,15.566190,
CSHT_QNM_00080,Trạm Quế Sơn,"Trung tâm viễn thông II, Thị trấn Đông Phú, Huyện Quế Sơn",8,108.222413,15.674465,
CSHT_QNM_00081,Trạm Hương An,"Đài CSND Hương An, xã Hương An, huyện Quế Sơn",8,108.328970,15.777670,
CSHT_QNM_00082,Trạm KV Quế Phú,"UBND Xã Quế Phú, Thôn 11, Xã Quế Phú, Huyện Quế Sơn",8,108.316510,15.792750,
CSHT_QNM_00083,Trạm Cửa Đại,"Số11 Cửa Đại, Khối Phước Tân, Phường Cửa Đại, Thị xã Hội An (nay là Tp. Hội An)",4,108.365080,15.896110,
CSHT_QNM_00084,Trạm An Bàng,"BĐVHX An Bàng, Khối An Tân, Phường Cẩm An, Tp. Hội An",4,108.340190,15.911800,
CSHT_QNM_00085,Trạm Cẩm An,"Tổ 6 Tân Thành, Phường Cẩm An,TP Hội An",4,108.354480,15.902370,
CSHT_QNM_00086,Trạm Quế Châu,"Thôn Phước Đa, xã Quế Châu, huyện Quế Sơn, tỉnh Quảng Nam",8,108.249410,15.674340,
CSHT_QNM_00087,Trạm Quế Xuân 2,"Xã Quế Xuân, huyện Quế Sơn, tỉnh Quảng Nam",8,108.284520,15.789120,
CSHT_QNM_00088,Trạm Quế Thuận,"Xã Quế Thuận, huyện Quế Sơn, tỉnh Quảng Nam",8,108.258480,15.695450,
CSHT_QNM_00089,Trạm Quế Long,"Xã Quế Long, Huyện Quế Sơn, tỉnh Quảng Nam",8,108.187420,15.676840,
CSHT_QNM_00090,Trạm Quế An,Bên cạnh UBNN Xã Quế An- Quế Sơn -QNM.,8,108.212575,15.650270,
CSHT_QNM_00091,Trạm Bình Phú,"Xã Bình Phú, huyện Thăng Bình, tỉnh Quảng Nam",6,108.335730,15.645830,
CSHT_QNM_00092,Trạm Bình Trị,"Xã Bình Trị, huyện Thăng Bình, tỉnh Quảng Nam",6,108.290930,15.666600,
CSHT_QNM_00093,Trạm NMTD Sông Bung 2,"Nhà máy thủy điện Sông Bung, huyện Nam Giang-Quảng Nam",11,107.484540,15.704700,
CSHT_QNM_00094,Trạm Tà Bhinh,"BĐVHX Tà Bhinh, Thôn Pà Xua, Xã Tà Bhinh, Huyện Nam Giang",11,107.703020,15.661460,
CSHT_QNM_00095,Trạm Ca Dy,"Thôn Bà Căng, xã Cà Dy, huyện Nam Giang, tỉnh Quảng Nam",11,107.796360,15.676990,
CSHT_QNM_00096,Trạm Thôn 2 Trà Don,Thôn 2 Xã Trà Don Huyện Nam Trà My,3,108.119700,15.095670,
CSHT_QNM_00097,Trạm KL Nông Sơn,"Thôn Trung Thượng (Cà Tang), Xã Quế Trung, Huyện  Nông Sơn",8,108.038630,15.714070,
CSHT_QNM_00098,Trạm Quế Ninh,"Xã Quế Ninh -huyện Nông Sơn, tỉnh Quảng Nam",8,108.017100,15.684640,
CSHT_QNM_00099,Trạm An Hòa,"Bưu điện khu kinh tế mở Chu Lai, Xã Tam Quang, Huyện Núi Thành",2,108.684820,15.471240,
CSHT_QNM_00100,Trạm Diêm Phổ,"Bưu cục Diêm Phổ, Thôn Diêm Phổ, Xã Tam Anh Nam, Huyện Núi Thành",2,108.586240,15.479710,
CSHT_QNM_00101,Trạm Tam Hiệp,"Thôn 2, Xã Tam Hiệp, Huyện Núi Thành, tỉnh Quảng Nam",2,108.602610,15.461930,
CSHT_QNM_00102,Trạm Bà Bầu,"Bưu cục Bà Bầu, Thôn Phú Hưng,  Xã Tam Xuân 1, Huyện Núi Thành",2,108.522370,15.545340,
CSHT_QNM_00103,Trạm Tam Quang,"Thôn 8, xã Tam Quang, huyện Núi Thành, tỉnh Quảng Nam",2,108.683010,15.447890,
CSHT_QNM_00104,Trạm Tam Xuân 2,"Xã Tam Xuân, Huyện Núi Thành, tỉnh Quảng Nam",2,108.545820,15.529140,
CSHT_QNM_00105,Trạm Thạch Bích,"Xã Thạch Bích, huyện Núi Thành, tỉnh Quảng Nam",2,108.511650,15.525420,
CSHT_QNM_00106,Trạm Đồng Nhơn,"Thôn 4, xã Tam Mỹ Tây, Núi Thành, QNM",2,108.618310,15.418090,
CSHT_QNM_00107,Trạm Tam mỹ Đông,"Xã Tam Mỹ Đông, huyện Núi Thành, tỉnh Quảng Nam",2,108.641690,15.413200,
CSHT_QNM_00108,Trạm Thôn 5 Tam Quang,"Thôn 5 Tam Quang,Huyện Núi Thành, Quảng Nam",2,108.686490,15.436340,
CSHT_QNM_00109,Trạm Nam Chu Lai,"Thôn Hòa Xuân, Xã Tam Nghĩa, huyện núi Thành, Quảng Nam",2,108.710620,15.384830,
CSHT_QNM_00110,Trạm Đèo Le,"Đèo Le, Quế Sơn, Quế Xuân",8,108.158830,15.689300,
CSHT_QNM_00111,Trạm BĐ Tam kỳ,"Bưu điện Tp. Tam Kỳ, 18 Trần Cao Vân, Phường An Xuân, Tp. Tam Kỳ",1,108.493230,15.565010,
CSHT_QNM_00112,Trạm Tam Kỳ,"Trung Tâm Viễn Thông I, 02 Phan Bội Châu, Tp. Tam Kỳ",1,108.475710,15.577860,
CSHT_QNM_00113,Trạm KCN HTKháng,"330 Huỳnh Thúc Kháng, Tp. Tam Kỳ, Quảng Nam",1,108.484330,15.558250,
CSHT_QNM_00114,Trạm KDC Bưu Điện,"Phường Hòa Thuận, TP Tam Kỳ, Quảng Nam",1,108.466710,15.579280,
CSHT_QNM_00115,Trạm Tam Tiến,"Thôn Tân Bình Trung, Xã Tam Tiến, Huyện Núi Thành",2,108.582050,15.545170,
CSHT_QNM_00116,Trạm Tam Trà,"Xã Tam Trà, huyện Núi Thành, tỉnh Quảng Nam",2,108.499500,15.385080,
CSHT_QNM_00117,Trạm Tam Sơn,"Thôn Thuận Yên Đông, Xã Tam Sơn, Huyện Núi Thành",2,108.473300,15.437460,
CSHT_QNM_00118,Trạm Tam Dân 2,"Thôn Ngọc Tú, xã Tam Dân, huyện Phú Ninh",1,108.387001,15.511800,
CSHT_QNM_00119,Trạm Phong Thử,"Bưu cục Phong Thử, Thôn Phong Thử, Xã Điện Thọ, Huyện Điện Bàn",5,108.180300,15.888500,
CSHT_QNM_00120,Trạm Ngã ba La Nghi,"Thôn 7B, Xã  Điện Nam Đông, Huyện Điện Bàn, tỉnh Quảng Nam",5,108.290540,15.891120,
CSHT_QNM_00121,Trạm Lạc Thành,"Thôn Lạc Thành Đông, xã Điện Hồng, huyện Điện Bàn, tỉnh Quảng Nam",5,108.145770,15.888540,
CSHT_QNM_00122,Trạm KV Bình Sa (BTS),"BĐVHX Bình Sa,  Thôn Bình Trúc 1, Xã Bình Sa, Huyện Thăng Bình",6,108.460420,15.682080,
CSHT_QNM_00123,Trạm Bình Sa (CSN),"Xã Bình Sa, huyện Thăng Bình, tỉnh Quảng Nam",6,108.444050,15.699330,
CSHT_QNM_00124,Trạm Bình Tân,"Thôn Bình Tân, Xã Bình Minh, Huyệ Thăng Bình, Tỉnh quảng Nam",6,108.440830,15.752930,
CSHT_QNM_00125,Trạm Tiên Phước,"Đài viễn thông Tiên Phước, Thị trấn Tiên Kỳ, Huyện Tiên Phước",3,108.308180,15.489260,
CSHT_QNM_00126,Trạm Tiên Thọ,"Xã Tiên Thọ, Huyện Tiên Phước, tỉnh Quảng Nam",3,108.357880,15.489370,
CSHT_QNM_00127,Trạm Tiên Kỳ 2,"Tiên Kỳ, Tiên Phước , Quảng Nam",3,108.321900,15.478710,
CSHT_QNM_00128,Trạm Đèo Liêu,"Thôn 4, xã Tiên Cảnh, Huyện Tiên Phước, Quảng Nam",3,108.277150,15.434490,
CSHT_QNM_00129,Trạm Thủy Điện Sông Tranh 3,"Thôn 8,Xã Tiên Lãnh,huyện Tiên Phước,Quảng Nam",3,108.152990,15.448190,
CSHT_QNM_00130,Trạm Đại Sơn,"Khuôn viên UBND xã, Thôn Hội Khách, Xã Đại Sơn, Huyện Đại Lộc, tỉnh Quảng Nam",10,107.902370,15.819600,
CSHT_QNM_00131,Trạm Đại Thạnh,"Khuôn viên UBND xã, Thôn Tây Lễ, Xã Đại Thạnh, Huyện Đại Lộc, tỉnh Quảng Nam",10,108.044460,15.786300,
CSHT_QNM_00132,Trạm Đại Chánh,"Đội 3, thôn Tập Phước, xã Đại Chánh, huyện Đại Lộc, Quảng Nam.",10,108.041700,15.804990,
CSHT_QNM_00133,Trạm Đại Tân,"Khuôn viên UBND xã, Thôn Xuân Tây, Xã Đaị Tân, Huyện Đai Lộc, tỉnh Quảng Nam",10,108.054410,15.822600,
CSHT_QNM_00134,Trạm Nhà máy cồn Đại Tân,"Nhà máy Cồn Đại Tân,xã Đại Tân, huyện Đại Lộc, tỉnh QNM",10,108.024730,15.834070,
CSHT_QNM_00135,Trạm Điện Thắng,"Đài viễn thông Điện Thắng Bắc, Thôn Bồ Mưng, Xã Điện Thắng, Huyện Điện Bàn",5,108.222900,15.943110,
CSHT_QNM_00136,Trạm Vĩnh Điện 2,"Thôn Trung  Phú 1, Xã Điện Minh, Huyện Điện Bàn, tỉnh Quảng Nam",5,108.261180,15.889150,
CSHT_QNM_00137,Trạm Điện Phương (Bưu Cục),"Bưu điện Điện Phương, Thôn Thanh Chiêm,  Xã Điện Phương, Huyện Điện Bàn, tỉnh Quảng Nam",5,108.262830,15.868480,
CSHT_QNM_00138,Trạm Tiên Hà,"Thôn Phú Vinh, xã Tiên Hà, huyện Tiên Phước, tỉnh Quảng Nam",3,108.245870,15.548300,
CSHT_QNM_00139,Trạm Tiên Cẩm,"Xã Tiên Cẩm, Huyện Tiên Phước, tỉnh Quảng Nam",3,108.293920,15.555600,
CSHT_QNM_00140,Trạm Dốc Tờn,"Dốc Tồn, Xã Tiên Hiệp, Huyện Tiên Phước, QNM",3,108.245710,15.396470,
CSHT_QNM_00141,Trạm Tiên Ngọc,"Thôn 4, Xã Tiên Ngọc, Huyện Tiên Phước, tỉnh Quảng Nam",3,108.205670,15.445870,
CSHT_QNM_00142,Trạm Điện Thọ 3,"Thôn Bì Nhai, xã Điện Thọ, huyện Điện Bàn, tỉnh Quảng Nam",5,108.190090,15.868290,
CSHT_QNM_00143,Trạm Bắc Trà My,"Viễn thông Bắc Trà My, Thị trấn Trà My, Huyện Bắc Trà My",3,108.222230,15.339870,
CSHT_QNM_00144,Trạm Trà Giang,"Thôn 1, Xá Trà Giang, Huyện Bắc Trà My",3,108.244580,15.326350,
CSHT_QNM_00145,Trạm Sông Trường,"Tổ Mậu Long, xã Trà Sơn, huyện Bắc Trà My",3,108.192570,15.335780,
CSHT_QNM_00146,Trạm Trà Đông,"BDVHX Trà Dong, xã Trà Dong, huyện Bắc Trà My, tỉnh Quảng Nam",3,108.326070,15.375030,
CSHT_QNM_00147,Trạm Viêm Minh (Ngã ba Dương Ngọc),"Nhà văn hóa thôn Viêm Minh, xã Điện Ngọc, huyện Điện Bàn",5,108.279410,15.949940,
CSHT_QNM_00148,Trạm Quảng Gia,"Thôn Quảng Gia, xã Điện Dương, huyện Điện Bàn",5,108.301528,15.942701,
CSHT_QNM_00149,Trạm Gò Nổi (Điện Trung),"Xã Điện Trung, huyện Điện Bàn, tỉnh Quảng Nam",5,108.208570,15.839780,
CSHT_QNM_00150,Trạm Điện Trung 2,"Thôn 4 Tân Bình, xã Điện Trung, huyện Điện Bàn, QNM",5,108.210260,15.858850,
CSHT_QNM_00151,Trạm Quyết Thắng,"Nông trường Quyết Thắng, thôn Ban Mai 2, xã Ba, huyện Đông Giang, tỉnh Quảng Nam",11,107.922100,15.960650,
CSHT_QNM_00152,Trạm Sông Kôn,"Thôn Bền, xã Sông Kôn, Huyện Đông Giang, tỉnh Quảng Nam",11,107.781940,15.966160,
CSHT_QNM_00153,Trạm Xã Tư,"Thôn Láy, xã Tư, huyện Đông Giang, tỉnh Quảng Nam",11,107.904230,16.004290,
CSHT_QNM_00154,Trạm Ngã 3 Sông Kôn,"Ngã 3 Thủy điện Sông Kôn, Tà Lò2, xã Zơ Ngây, huyện Đông Giang, Quảng Nam",11,107.799560,15.955870,
CSHT_QNM_00155,Trạm A Tép,"Thôn A Tép 1, Xã A Bhallê, huyện Tây Giang",11,107.512570,15.965660,
CSHT_QNM_00156,Trạm Ba Liên,"Thôn Ba Liên, Xã Ating, huyện Đông Giang, Tỉnh Quảng Nam",11,107.844960,15.974510,
CSHT_QNM_00157,Trạm NMTD Za Hưng,"Nhà máy Thủy Điện Gia Hưng, thôn Cà Dâu, xã Zà Hung, huyện Đông Giang",11,107.653690,15.845410,
CSHT_QNM_00158,Trạm Ta Lu,"Thôn Pà Nai 2, xã Tà Lu, huyện Đông Giang",11,107.684030,15.928540,
CSHT_QNM_00159,Trạm Trà Dương,"Xã Trà Dương, Huyện Bắc Trà My, tỉnh Quảng Nam",3,108.254300,15.372630,
CSHT_QNM_00160,Trạm Trà Dơn,"Xã Trà Don, huyện Nam Trà My, tỉnh Quảng Nam",3,108.096950,15.251030,
CSHT_QNM_00161,Trạm Đại Lộc,"ĐVT Đại Lộc, tổ 3, khu 2, thị trấn Ái Nghĩa, huyện Đại Lộc",10,108.110940,15.884210,
CSHT_QNM_00162,Trạm Hà Tân,"Bưu điện Hà Tân, tổ 4, thôn Hà Tân, xã Đại Lãnh, Huyện Đại Lộc, tỉnh Quảng Nam",10,107.933330,15.844030,
CSHT_QNM_00163,Trạm Đại Nghĩa,"Trạm PT-TH Núi Lỡ, thôn Trường An, Xã Đại Nghĩa, Huyện Đại Lộc",10,108.081250,15.878090,
CSHT_QNM_00164,Trạm Đại Cường,"Khuôn viên UBND xã, thôn Thanh Vân, xã Đại Cường, Huyện Đại Lộc",10,108.086840,15.846380,
CSHT_QNM_00165,Trạm Đại Đồng 2,"Tổ 3, thôn Vĩnh Phước, xã Đại Đồng, Huyện Đại Lộc",10,107.995730,15.855770,
CSHT_QNM_00166,Trạm Phú Hương,"Tổ 5, thôn Phú Hương, xã Đại Quang, huyện Đại Lộc, Tỉnh Quảng Nam",10,108.037500,15.865950,
CSHT_QNM_00167,Trạm Bà Nà,"KDL Bà Nà, Huyện Hòa Vang, Đà Nẵng",11,107.985046,15.998350,
CSHT_QNM_00168,Trạm Đại Hồng,"Tổ 3, thôn Phước Lâm, xã Đại Hồng, huyện Đại Lộc, tỉnh Quảng Nam",10,107.960160,15.841150,
CSHT_QNM_00169,Trạm Đại Quang,"Khuôn viên UBND xã, thôn Đông Lâm, xã Đại Quang, Huỵên Đại Lộc, tỉnh Quảng Nam",10,108.053250,15.870130,
CSHT_QNM_00170,Trạm Duy Hải,"BDVHX Duy Hải, xã Duy Hải, huyện Duy Xuyên, Quảng Nam",7,108.389250,15.858610,
CSHT_QNM_00171,Trạm Duy Trung,"Thôn 5 xã Duy Trung, huyện Duy Xuyên",7,108.253140,15.811230,
CSHT_QNM_00172,Trạm Duy Phước,"Thôn Hòa Bình, Xã Duy Phước, Huyện Duy Xuyên",7,108.306220,15.843020,
CSHT_QNM_00173,Trạm Duy Nghĩa (Nồi Rang),"Thôn Hội Sơn, Xã Duy Nghĩa, huyện Duy Xuyên, tỉnh Quảng Nam",7,108.371860,15.853760,
CSHT_QNM_00174,Trạm Duy Châu,"Xã Duy Châu, Huỵên Duy Xuyên, tỉnh Quảng Nam",7,108.150050,15.835750,
